15:32:46 | INFO    | flynum.run.7_rep_real_s4 | run 7_rep_real_s4 started -> I:\2026.9.14\9.15果蝇识字\runs\7_rep_real_s4
15:32:46 | INFO    | flynum.run.7_rep_real_s4 | ==============================================================================
15:32:46 | INFO    | flynum.run.7_rep_real_s4 | COUNT RUN | model=M1 graph=real circuit=core N=20000 model_seed=4 shuffle_seed=0
15:32:46 | INFO    | flynum.run.7_rep_real_s4 | ==============================================================================
15:32:46 | INFO    | flynum.run.7_rep_real_s4 | ------------------------------------------------------------------------------
15:32:46 | INFO    | flynum.run.7_rep_real_s4 | preparing: circuit=core graph=real retina=isotropic/lamina/both readout=vpn
15:32:49 | INFO    | flynum.run.7_rep_real_s4 | circuit core loaded from cache: 33480 neurons / 1170024 edges
15:32:49 | INFO    | flynum.run.7_rep_real_s4 | hex field: 1771 columns | bounds x[4.5,53.5] y[0.9,33.8] | NN=1.0000 | density=1.193 (ideal 1.155)
15:32:49 | INFO    | flynum.run.7_rep_real_s4 | retina map: 1769/1771 columns carry input neurons; 1356 of them fall inside the image window (76.6%) | 7961 input neurons
15:32:49 | INFO    | flynum.run.7_rep_real_s4 | readout: visual_projection (VPN) -> 9200 neurons
15:32:50 | INFO    | flynum.run.7_rep_real_s4 | count stimuli loaded from cache (20000 pool images)
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | stimuli A: chance=0.20  ink-baseline=0.558  spread-baseline=0.503
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | stimuli B: chance=0.20  ink-baseline=0.218  spread-baseline=0.483
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | stimuli C: chance=0.20  ink-baseline=0.217  spread-baseline=0.432
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | stimuli D: chance=0.20  ink-baseline=0.218  spread-baseline=0.461
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | model: 1249509 trainable parameters | readout=visual_projection (VPN) (9200 neurons) | alpha=0.20 steps=8
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | training set: 20000 images (class counts [4000, 4000, 4000, 4000, 4000])
15:32:56 | INFO    | flynum.run.7_rep_real_s4 | readout standardisation disabled
15:33:26 | INFO    | flynum.run.7_rep_real_s4 |   epoch   0 | loss 1.7160 | train 0.4034 | val 0.4832 | 30.0s
15:33:56 | INFO    | flynum.run.7_rep_real_s4 |   epoch   1 | loss 1.0888 | train 0.4895 | val 0.4784 | 29.6s
15:34:26 | INFO    | flynum.run.7_rep_real_s4 |   epoch   2 | loss 1.0594 | train 0.4984 | val 0.5044 | 29.4s
15:34:55 | INFO    | flynum.run.7_rep_real_s4 |   epoch   3 | loss 1.0497 | train 0.5048 | val 0.5024 | 29.4s
15:35:25 | INFO    | flynum.run.7_rep_real_s4 |   epoch   4 | loss 1.0429 | train 0.5067 | val 0.5040 | 29.3s
15:35:54 | INFO    | flynum.run.7_rep_real_s4 |   epoch   5 | loss 1.0372 | train 0.5080 | val 0.5140 | 29.3s
15:36:24 | INFO    | flynum.run.7_rep_real_s4 |   epoch   6 | loss 1.0324 | train 0.5132 | val 0.5116 | 29.5s
15:36:53 | INFO    | flynum.run.7_rep_real_s4 |   epoch   7 | loss 1.0303 | train 0.5121 | val 0.5032 | 29.5s
15:37:23 | INFO    | flynum.run.7_rep_real_s4 |   epoch   8 | loss 1.0175 | train 0.5212 | val 0.5112 | 29.8s
15:37:53 | INFO    | flynum.run.7_rep_real_s4 |   epoch   9 | loss 1.0070 | train 0.5293 | val 0.5360 | 29.5s
15:38:22 | INFO    | flynum.run.7_rep_real_s4 |   epoch  10 | loss 0.9931 | train 0.5396 | val 0.5464 | 29.6s
15:38:52 | INFO    | flynum.run.7_rep_real_s4 |   epoch  11 | loss 0.9863 | train 0.5352 | val 0.5548 | 29.6s
15:39:22 | INFO    | flynum.run.7_rep_real_s4 |   epoch  12 | loss 0.9572 | train 0.5527 | val 0.5552 | 29.6s
15:39:51 | INFO    | flynum.run.7_rep_real_s4 |   epoch  13 | loss 0.9330 | train 0.5694 | val 0.5608 | 29.6s
15:40:21 | INFO    | flynum.run.7_rep_real_s4 |   epoch  14 | loss 0.9053 | train 0.5838 | val 0.6000 | 29.5s
15:40:50 | INFO    | flynum.run.7_rep_real_s4 |   epoch  15 | loss 0.8870 | train 0.5986 | val 0.5552 | 29.5s
15:41:20 | INFO    | flynum.run.7_rep_real_s4 |   epoch  16 | loss 0.8579 | train 0.6201 | val 0.5916 | 29.4s
15:41:49 | INFO    | flynum.run.7_rep_real_s4 |   epoch  17 | loss 0.8320 | train 0.6290 | val 0.6500 | 29.5s
