18:36:12 | INFO    | flynum.run.7_rep_real_s7 | run 7_rep_real_s7 started -> I:\2026.9.14\9.15果蝇识字\runs\7_rep_real_s7
18:36:12 | INFO    | flynum.run.7_rep_real_s7 | ==============================================================================
18:36:12 | INFO    | flynum.run.7_rep_real_s7 | COUNT RUN | model=M1 graph=real circuit=core N=20000 model_seed=7 shuffle_seed=0
18:36:12 | INFO    | flynum.run.7_rep_real_s7 | ==============================================================================
18:36:12 | INFO    | flynum.run.7_rep_real_s7 | ------------------------------------------------------------------------------
18:36:12 | INFO    | flynum.run.7_rep_real_s7 | preparing: circuit=core graph=real retina=isotropic/lamina/both readout=vpn
18:36:15 | INFO    | flynum.run.7_rep_real_s7 | circuit core loaded from cache: 33480 neurons / 1170024 edges
18:36:15 | INFO    | flynum.run.7_rep_real_s7 | hex field: 1771 columns | bounds x[4.5,53.5] y[0.9,33.8] | NN=1.0000 | density=1.193 (ideal 1.155)
18:36:15 | INFO    | flynum.run.7_rep_real_s7 | retina map: 1769/1771 columns carry input neurons; 1356 of them fall inside the image window (76.6%) | 7961 input neurons
18:36:15 | INFO    | flynum.run.7_rep_real_s7 | readout: visual_projection (VPN) -> 9200 neurons
18:36:16 | INFO    | flynum.run.7_rep_real_s7 | count stimuli loaded from cache (20000 pool images)
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | stimuli A: chance=0.20  ink-baseline=0.558  spread-baseline=0.503
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | stimuli B: chance=0.20  ink-baseline=0.218  spread-baseline=0.483
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | stimuli C: chance=0.20  ink-baseline=0.217  spread-baseline=0.432
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | stimuli D: chance=0.20  ink-baseline=0.218  spread-baseline=0.461
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | model: 1249509 trainable parameters | readout=visual_projection (VPN) (9200 neurons) | alpha=0.20 steps=8
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | training set: 20000 images (class counts [4000, 4000, 4000, 4000, 4000])
18:36:22 | INFO    | flynum.run.7_rep_real_s7 | readout standardisation disabled
18:36:52 | INFO    | flynum.run.7_rep_real_s7 |   epoch   0 | loss 1.7600 | train 0.4087 | val 0.4860 | 29.7s
18:37:22 | INFO    | flynum.run.7_rep_real_s7 |   epoch   1 | loss 1.0893 | train 0.4847 | val 0.5068 | 29.5s
18:37:51 | INFO    | flynum.run.7_rep_real_s7 |   epoch   2 | loss 1.0615 | train 0.4974 | val 0.5000 | 29.3s
18:38:20 | INFO    | flynum.run.7_rep_real_s7 |   epoch   3 | loss 1.0479 | train 0.5043 | val 0.5168 | 29.2s
18:38:49 | INFO    | flynum.run.7_rep_real_s7 |   epoch   4 | loss 1.0476 | train 0.5067 | val 0.5060 | 29.2s
18:39:19 | INFO    | flynum.run.7_rep_real_s7 |   epoch   5 | loss 1.0371 | train 0.5080 | val 0.5012 | 29.2s
18:39:48 | INFO    | flynum.run.7_rep_real_s7 |   epoch   6 | loss 1.0247 | train 0.5193 | val 0.5052 | 29.2s
18:40:17 | INFO    | flynum.run.7_rep_real_s7 |   epoch   7 | loss 1.0204 | train 0.5177 | val 0.5248 | 29.3s
18:40:47 | INFO    | flynum.run.7_rep_real_s7 |   epoch   8 | loss 1.0070 | train 0.5250 | val 0.5452 | 29.3s
18:41:16 | INFO    | flynum.run.7_rep_real_s7 |   epoch   9 | loss 0.9966 | train 0.5284 | val 0.5432 | 29.4s
18:41:46 | INFO    | flynum.run.7_rep_real_s7 |   epoch  10 | loss 0.9749 | train 0.5422 | val 0.5544 | 29.3s
18:42:15 | INFO    | flynum.run.7_rep_real_s7 |   epoch  11 | loss 0.9506 | train 0.5611 | val 0.5704 | 29.5s
18:42:45 | INFO    | flynum.run.7_rep_real_s7 |   epoch  12 | loss 0.9266 | train 0.5722 | val 0.5940 | 29.5s
18:43:14 | INFO    | flynum.run.7_rep_real_s7 |   epoch  13 | loss 0.9007 | train 0.5894 | val 0.5840 | 29.4s
18:43:44 | INFO    | flynum.run.7_rep_real_s7 |   epoch  14 | loss 0.8691 | train 0.6090 | val 0.6068 | 29.6s
18:44:13 | INFO    | flynum.run.7_rep_real_s7 |   epoch  15 | loss 0.8459 | train 0.6212 | val 0.6344 | 29.4s
18:44:43 | INFO    | flynum.run.7_rep_real_s7 |   epoch  16 | loss 0.8145 | train 0.6448 | val 0.6492 | 29.5s
18:45:12 | INFO    | flynum.run.7_rep_real_s7 |   epoch  17 | loss 0.7961 | train 0.6526 | val 0.6336 | 29.2s
